task	69
exemplified	13
motto	5
meaning	175
Always	22
Ready	4
three	1803
Irving	7
army	229
officer	139
falsely	3
accused	70
treason	19
wishes	46
redeem	3
himself	417
Ace	49
female	291
Darcsen	4
weapons	110
specialist	20
seeks	18
revenge	24
destroyed	190
home	652
Riela	3
seemingly	34
young	326
woman	214
unknowingly	7
descendant	13
Together	47
fellow	87
these	1011
tasked	40
fight	138
mysterious	32
Calamity	4
consisting	84
mostly	207
soldiers	188
exist	91
upper	168
echelons	4
exploit	12
concept	130
plausible	12
order	439
send	49
make	604
lose	61
face	213
war	604
times	471
this	3079
works	357
advantage	134
successful	296
incursion	26
territory	166
orders	119
cause	184
certain	181
great	358
distress	19
One	559
member	278
becomes	147
so	1022
enraged	6
he	5947
abandons	4
post	194
defects	5
ranks	42
attached	83
ideal	33
independence	99
proposed	192
leader	108
Dahau	4
At	874
within	689
erase	4
protect	84
own	638
interests	60
allies	25
enemies	44
combined	138
presence	170
traitor	4
desperately	9
keep	134
themselves	207
alive	37
effort	130
This	1481
continues	136
until	986
commanding	23
Ramsey	4
Crowe	11
had	5698
been	3257
kept	126
under	1087
house	292
arrest	36
escorted	22
capital	216
city	974
present	348
evidence	284
weary	6
expose	13
General	445
Treason	5
due	713
events	394
partly	69
major	583
losses	99
manpower	10
suffers	7
towards	308
end	979
Empire	138
offered	160
formal	52
position	463
rather	291
serve	110
anonymous	26
shadow	10
force	377
short	456
lived	195
however	512
following	863
Maximilian	6
defeat	190
ancient	136
super	20
benefactor	3
Without	45
support	522
chance	86
prove	57
last	615
card	42
creating	109
new	1501
armed	132
invading	9
just	631
nations	50
cease	21
fire	425
certainly	45
wreck	9
newfound	3
peace	112
decides	55
again	557
asking	48
list	307
all	2100
command	183
killed	343
action	296
Now	60
owing	22
allegiance	18
none	66
confronts	12
destroys	9
then	1272
goes	89
separate	151
ways	85
begin	133
lives	129
Development	94
Concept	13
after	2640
finished	305
full	381
beginning	225
shortly	128
took	744
approximately	227
staff	188
look	143
popular	327
response	221
what	758
wanted	286
next	567
Like	154
predecessor	55
wanting	31
refine	6
mechanics	19
created	376
come	227
revolutionary	31
idea	208
warrant	18
entry	81
Speaking	9
interview	183
stated	446
considered	567
true	153
sequel	72
required	227
amount	142
trial	105
error	28
platform	57
gave	488
improve	71
upon	295
best	624
parts	252
In	5525
addition	342
scenario	27
written	527
Hiroyuki	4
Its	180
darker	22
somber	5
majority	199
material	205
design	305
improvements	33
were	7330
made	1635
graphics	52
layouts	4
structure	238
number	1259
playable	32
upgrade	14
involved	254
models	58
body	435
achieve	57
cooperative	4
incorporated	67
second	1303
removed	161
memory	61
space	167
needed	160
adjusted	14
settings	12
ease	25
play	692
could	1028
appeal	91
retaining	20
essential	60
components	49
newer	20
systems	113
decided	322
designs	57
worked	276
When	619
faced	127
problem	103
uniforms	12
essentially	35
individuality	3
despite	239
him	1840
needing	10
create	198
identify	41
maintaining	42
sense	142
reality	86
world	615
color	112
engine	86
anime	44
produced	482
Production	95
IG	6
Music	320
music	814
originally	342
heard	94
about	1833
project	301
thought	418
light	327
tone	68
similar	466
themes	138
much	717
expected	148
An	331
designed	271
vision	75
rejected	120
He	2759
seven	420
production	475
need	149
initially	236
recorded	559
orchestra	31
guitar	166
bass	72
synthesizer	8
before	1441
segments	28
piece	126
incorporating	16
hopeful	5
tune	27
played	748
ending	181
modern	361
divorced	17
fantasy	29
musical	198
instruments	59
constructed	202
working	274
synthesized	18
felt	411
incorporate	17
live	330
arranged	87
several	1113
later	1682
tracks	158
song	1444
If	191
You	334
Wish	4
Kimi	10
singer	154
reason	130
fought	106
particular	215
wish	43
precious	18
responsibility	67
duty	51
lyrics	195
singles	118
Release	50
September	869
teaser	7
website	123
revealed	152
hinting	4
issue	232
Famitsu	8
listed	199
arriving	46
public	535
appearance	294
Tokyo	39
Game	231
Show	53
TGS	5
demo	22
available	248
journalists	28
attendees	12
publicity	22
details	91
too	381
potential	126
still	584
flux	9
reveal	50
promote	66
detail	60
leading	310
episodic	5
Flash	19
visual	91
novel	346
said	1022
capacity	80
DLC	5
plans	184
finalized	4
Multiple	10
featuring	149
between	1768
February	492
April	711
Extra	8
Edition	30
sold	315
lower	216
price	34
chosen	121
pre	175
bonus	30
People	101
owned	141
transfer	101
save	104
data	100
versions	117
Unlike	72
west	443
According	505
poor	199
general	299
unpopularity	3
PSP	19
unofficial	13
patch	21
copy	40
download	40
apply	37
translated	48
English	546
Reception	128
On	1462
day	948
topped	47
exclusive	38
multi	69
charts	80
By	570
coming	133
overall	183
Last	50
Story	65
Wii	18
enjoyed	95
particularly	288
pleased	23
gaming	23
site	450
Watch	15
negatively	18
noting	80
pacing	7
recycled	10
generally	309
entertaining	24
putting	48
spikes	11
writer	258
Play	33
Test	41
article	78
provided	297
profound	19
feeling	70
closure	44
annoying	13
limitations	22
aspects	108
special	223
abilities	45
positively	42
noted	427
Official	24
Magazine	100
UK	227
moral	56
standing	120
art	292
style	384
latter	226
continued	547
quality	151
tweaks	3
balance	40
criticism	99
affected	140
Heath	9
Hindman	5
non	286
removal	47
praising	38
returning	116
serious	135
Points	14
criticized	123
review	231
awkward	12
cutscenes	6
seemed	69
include	465
scene	247
good	363
issues	148
occasional	35
problems	205
AI	110
preview	11
Ryan	72
Geddes	3
IGN	85
left	680
excited	22
go	255
completing	47
enjoying	3
improved	103
visuals	14
Kotaku	3
Richard	192
highly	163
citing	59
form	605
His	624
criticisms	14
length	234
repetition	12
expressing	20
regret	8
Legacy	54
featured	303
Nintendo	67
crossover	13
Project	96
X	110
Zone	18
representing	65
develop	101
forms	190
Adaptations	7
episode	1057
Taken	5
Sake	3
Network	50
planned	173
availability	20
period	554
extended	166
stoppage	6
summer	201
DVD	116
June	810
August	865
Black	263
Blue	144
editions	28
purchase	64
set	717
half	505
detailing	12
rivals	35
announced	355
Pictures	18
Shinji	4
directed	298
Hiroshi	4
title	504
inspired	172
principle	31
purpose	88
suffer	26
goals	251
others	369
Road	357
referenced	20
Tank	14
Museum	158
Moscow	11
how	418
regained	24
self	191
stripped	15
identities	11
focused	87
consequences	24
realistic	31
possible	281
consequence	28
did	958
extensive	102
research	198
happened	60
vehicles	90
tanks	56
overturned	11
damaged	242
timeline	14
television	403
adaptation	54
cast	230
appearances	157
Light	186
Flowers	10
Will	55
Bloom	26
Both	157
songs	541
respective	50
artists	135
Two	327
adaptations	24
protagonists	25
Flower	37
Oath	6
illustrated	45
eventually	333
volumes	36
serialized	14
Dengeki	6
Crimson	28
Fate	14
volume	108
Kadokawa	5
Shoten	4
Tower	71
Building	45
Little	135
Rock	181
Arsenal	55
US	982
building	384
located	359
MacArthur	20
Park	390
downtown	51
Arkansas	43
Built	13
installation	16
Since	205
decommissioning	4
housed	40
museums	24
Natural	47
History	230
Antiquities	7
Military	75
since	790
headquarters	159
Æsthetic	8
Club	164
receives	50
name	779
distinct	79
octagonal	14
tower	133
Besides	20
remaining	229
oldest	94
buildings	179
central	289
birthplace	13
Douglas	90
became	1255
supreme	33
commander	166
South	742
Pacific	230
World	847
starting	173
Camden	6
Expedition	13
named	683
attractions	13
state	749
Construction	66
arsenal	26
request	102
Governor	94
James	390
Conway	8
perceived	40
dangers	14
frontier	24
life	849
fears	30
many	1208
Native	83
Americans	109
passing	109
way	571
newly	116
established	433
Oklahoma	12
Territory	55
Thirty	19
six	658
acres	92
appropriated	4
outskirts	10
Major	154
Robert	308
B	384
Lee	76
land	389
previously	264
racetrack	7
local	537
jockey	3
club	507
John	909
Walker	44
builder	15
Federal	59
Government	142
supervised	11
construction	368
Originally	55
allocated	37
proved	130
inadequate	14
budget	102
increased	265
Work	24
permanent	87
built	633
Being	30
store	68
ammunition	60
foot	130
thick	130
m	795
exterior	30
walls	108
called	1060
stone	161
masonry	16
instead	349
Gazette	12
splendid	8
specimen	71
Civil	119
For	487
years	1410
federal	109
government	632
served	327
simple	102
arms	105
depot	14
staffed	13
handful	20
But	198
American	1018
horizon	9
company	549
United	1194
States	790
Artillery	30
sixty	30
men	624
transferred	131
Captain	140
Totten	8
legislature	26
hold	160
referendum	15
determine	55
convention	42
should	377
held	537
consider	66
elect	17
delegates	24
wait	38
Henry	249
Massey	6
Rector	6
informed	60
permitted	41
possession	69
officers	194
State	525
authority	124
people	914
shall	28
determined	127
connection	68
responded	95
telling	44
came	554
desperate	22
ultimately	123
futile	8
dispatch	5
letters	133
reinforcements	55
rumors	27
widely	157
spread	108
already	235
telegraph	6
wire	15
span	34
Memphis	7
recently	102
completed	355
Local	37
attorney	28
M	383
Harrel	3
asked	182
compose	14
dispatched	30
message	72
reported	450
unconfirmed	5
troops	287
sent	377
reinforce	30
outposts	14
Indian	244
recalled	69
winter	114
quarters	25
garrison	47
Fort	166
Smith	142
richest	5
stores	48
supposed	69
ultimate	29
destination	34
sic	34
ordered	230
item	33
intended	208
simply	127
news	88
lines	237
quickly	193
procession	4
sentiment	28
rumor	4
interpreted	41
governor	65
assemble	14
expel	8
militia	22
guarantee	15
situations	31
deemed	53
necessary	108
assembled	46
vehemently	7
denied	82
ordering	50
giving	172
any	766
Faced	5
fact	210
believing	40
consensus	23
citizens	49
conflict	119
civilian	70
forced	268
situation	161
demand	60
surrender	45
prompted	54
emergency	51
munitions	7
authorities	135
security	120
authorized	40
me	277
assumed	72
aspect	54
my	257
executive	104
official	245
prevent	136
collision	25
your	115
I	2155
therefore	119
delivery	50
charge	125
subject	160
March	664
Perhaps	17
because	940
Abraham	19
Lincoln	37
yet	178
inaugurated	11
President	240
instructions	21
superiors	6
withdraw	61
agreed	195
long	850
provisions	25
allowed	281
safe	52
passage	68
direction	127
personal	163
property	113
besides	15
march	35
away	427
leaving	197
conquered	26
surrendering	3
morning	163
signed	253
agreement	94
placing	36
hands	148
officials	130
That	216
afternoon	51
citizen	15
marched	31
head	390
All	453
point	462
except	132
stayed	67
behind	320
listen	30
hand	224
classified	89
deposit	16
warehouse	10
storage	30
use	878
crisis	50
Thus	52
there	1205
substantial	59
ordnance	15
fabrication	3
repairs	36
nor	95
manufacture	23
cartridges	7
fell	165
Most	249
started	391
scratch	14
efforts	147
Board	93
Inside	30
seizure	7
Confederates	3
musket	4
percussion	21
caps	29
well	1243
four	1140
bronze	25
cannon	23
battery	110
Long	110
inventory	19
consisted	113
cal	8
flintlock	5
converted	88
smoothbore	3
rifle	48
common	448
rifles	29
Mississippi	82
Rifle	22
Hall	213
Total	32
Of	141
ready	59
Note	32
somewhat	69
sketchy	5
various	388
surmised	3
Infantry	172
Regiments	29
mustered	3
issued	177
caliber	33
companies	163
Kelly	54
Battalion	322
Cavalry	22
Regiment	219
Rifles	52
comprising	32
infantry	141
Van	95
Dorn	5
West	400
Mounted	112
supply	97
almost	312
completely	153
exhausted	36
old	459
equipment	117
machinery	38
east	461
River	585
Gen	5
Earl	62
accountability	5
lost	460
river	276
Napoleon	29
Jackson	154
probably	233
campaign	290
Thomas	245
C	314
district	88
nearly	239
destitute	3
another	699
armory	5
Arkadelphia	5
revived	40
collection	168
small	654
Machinery	6
manufacturing	34
turned	241
quantity	17
excellent	28
Lead	14
mines	38
opened	308
chemical	66
laboratory	38
successfully	99
operated	115
aid	126
Ordnance	12
Department	157
oil	113
spirits	11
iron	97
valuable	36
medicines	7
near	629
miles	404
south	631
tools	34
gathered	35
else	63
labor	34
Nothing	19
sort	56
attempted	159
account	151
knowledge	116
taken	328
neither	91
sufficient	56
enterprise	16
among	484
engage	56
undertakings	3
further	509
lead	440
procured	10
vicinity	39
donation	12
purchases	5
brought	306
rapidly	110
prepared	105
Laboratory	26
illustrating	8
country	430
may	1007
documents	58
Library	41
cartridge	9
paper	132
employed	106
conscripted	3
purchased	98
impressed	50
repair	36
guns	352
equal	50
commenced	37
inspecting	5
observing	20
spirit	61
strong	349
Fitch	6
remainder	84
l	32
soon	258
shotguns	4
obtained	69
lances	4
days	511
change	234
effected	6
Confederate	23
establishment	83
reactivated	5
Looking	40
suitable	48
activity	153
Navy	228
borrowed	30
Lieutenant	89
W	118
Dunnington	8
Lt	13
gunboat	6
hopes	27
converting	14
ironclad	16
draw	151
pay	123
placed	254
activities	153
included	697
artillery	160
functions	42
rank	40
lieutenant	14
colonel	13
Col	6
month	265
Vol	21
Chapter	24
IV	65
Rebel	4
Records	135
enlightening	4
scope	29
crucial	28
Post	122
persons	36
No	503
shops	21
open	295
Material	5
etc	19
employment	34
laborers	10
Green	93
Murphy	29
enlisted	30
clerks	6
repairing	10
carpenter	6
packing	6
boxes	16
performed	409
pair	146
bullet	8
moulds	7
buck	4
ball	241
shot	244
repaired	26
guard	62
office	205
police	218
duties	72
inspected	8
build	131
Sanford	11
Faulkner	34
Traveler	3
presumably	13
naval	99
Summary	8
shows	242
flint	8
rounds	49
pounder	40
service	309
pistols	16
packages	3
painted	69
gun	259
carriages	25
Performed	3
Guard	43
above	263
months	342
indicating	51
remained	360
predominant	11
sixth	154
less	418
obsolete	22
continue	169
pace	45
scale	140
ominous	4
week	397
packed	16
obedience	8
Chief	64
District	97
marks	68
evacuation	25
surrendered	35
advancing	48
Frederick	78
Steele	10
Union	233
recaptured	13
briefly	97
seized	40
Joseph	126
Brooks	53
loyalists	4
renamed	85
Barracks	13
barracks	25
married	180
families	106
drastically	7
altered	51
inside	160
Prior	59
renovation	14
rear	112
basement	24
door	75
entrance	123
hoist	3
floors	21
front	277
added	347
interior	82
stairs	5
today	149
including	1270
staircase	15
born	331
northwest	109
floor	99
father	386
Arthur	82
stationed	62
closing	43
favor	59
smaller	209
ones	84
railroads	10
quick	60
deployment	26
word	200
Washington	132
must	239
abandoned	120
October	757
surrounding	130
traded	46
km	836
North	710
condition	95
forever	25
exclusively	54
devoted	35
uses	169
purposes	61
park	104
Big	107
Mountain	91
north	647
side	550
Logan	12
H	132
Roots	4
demolished	46
women	337
societies	20
moved	590
membership	22
larger	220
organizations	75
raised	170
money	200
Columbian	6
Exposition	4
Chicago	189
Fair	24
fair	26
conclusion	50
artifacts	14
exhibit	30
displayed	55
invited	90
meet	134
Room	40
Except	7
meetings	66
largely	205
unoccupied	3
fifty	50
suffered	173
significant	302
deterioration	11
financial	128
even	601
paid	127
electric	54
bill	108
Great	207
Depression	73
headquartered	11
Public	88
century	1159
Veterans	5
Over	122
veterans	10
largest	289
gathering	30
history	578
attended	131
camped	11
camping	9
area	939
Later	246
National	605
library	47
station	197
now	731
gone	66
band	401
shell	63
Foster	23
longer	189
exists	53
Works	37
Progress	8
Administration	30
Fine	23
Arts	85
Center	152
Register	46
Historic	59
Places	38
association	92
Sites	12
Landmark	4
designated	128
renovated	15
philanthropist	4
City	635
museum	99
decommissioned	33
Bernie	7
Babcock	3
finally	182
honor	68
Science	97
merged	26
Children	48
Station	70
Discovery	17
relocated	25
historic	79
Market	25
goal	312
educate	9
inform	11
visitors	63
preserve	35
servicemen	9
commemorate	15
Mary	154
Barker	60
illustrator	7
illustrations	23
depicting	44
fairies	4
flowers	32
education	169
girlhood	3
correspondence	27
courses	37
instruction	18
Croydon	15
School	226
Art	105
Her	184
earliest	136
professional	196
cards	34
juvenile	19
magazine	219
Fairies	21
Spring	40
published	548
Similar	36
books	175
decades	99
devout	13
Anglican	16
donated	43
artworks	3
Christian	235
fundraisers	3
missionary	20
She	903
few	516
themed	44
Book	86
Hymns	5
collaboration	51
sister	140
Dorothy	21
Leadeth	4
Me	97
stained	22
glass	70
window	80
St	443
Edmund	22
Church	483
Pitlake	5
painting	91
Christ	71
Child	55
Darling	7
Has	3
Come	39
Queen	153
equally	25
proficient	6
pen	9
ink	8
oils	5
Kate	43
Greenaway	5
Pre	18
principal	75
influences	64
claimed	255
paint	28
instinctively	5
artistic	48
theories	25
died	398
Though	137
she	1981
Fairy	9
spring	104
autumn	36
wasn	58
t	733
posthumously	13
Biography	28
Early	234
daughter	186
youngest	48
child	181
Walter	82
partner	52
seed	15
amateur	52
artist	158
wife	341
Eleanor	8
Oswald	19
Waddon	3
Surrey	17
England	689
cared	11
parents	149
elder	26
care	115
family	663
moderately	22
belonged	30
middle	155
governess	4
cook	14
prepare	47
meals	12
hired	95
spent	230
bed	33
amusing	9
herself	113
nursery	24
Randolph	12
Caldecott	3
exerted	7
entered	204
evening	77
school	455
teaching	84
Raphael	11
Tuck	4
Sons	18
bought	90
little	350
drawings	31
sovereign	16
postcards	4
won	724
prize	39
Society	148
poster	8
competition	188
afterward	23
elected	141
critic	132
Advertiser	3
remarked	56
show	640
remarkable	34
freedom	43
promise	32
Following	289
death	598
seventeen	26
submitted	47
poetry	93
My	174
Own	6
Leading	20
mother	304
taught	77
kindergarten	16
private	186
schools	173
supervising	12
household	51
literature	115
releases	51
Coming	16
Sir	138
Conan	4
Doyle	37
Peter	214
Pan	13
fairy	13
Australian	355
Ida	4
sending	38
friends	159
elves	7
flower	20
paintings	95
publishers	22
Blackie	32
accompanying	44
verses	34
publication	109
Summer	84
royalties	7
Clayton	13
Calthrop	3
author	156
Dion	5
wrote	732
exquisite	4
taste	37
Waldrons	4
level	372
semi	109
detached	21
Victorian	54
studio	231
garden	28
conducted	186
room	169
back	863
Andrew	121
churches	90
privileged	5
sometimes	228
parishioners	8
religious	239
described	758
Canon	11
Ingram	29
Hill	200
pillars	8
children	467
modelled	14
closed	171
ran	184
borrow	3
students	220
atmosphere	87
never	427
relatives	38
Gladys	20
housekeeper	4
posed	16
Primrose	8
plants	78
readily	26
Gardens	20
provide	214
specimens	75
costumes	30
leaves	82
plant	87
trunk	8
wings	56
twigs	10
broken	126
illustration	17
often	578
Costume	6
Middle	117
late	673
doubt	51
doing	129
enough	229
church	485
focusing	29
solely	42
sacred	51
Family	95
recommended	76
secular	31
attend	53
receiving	90
trips	22
Storrington	4
Sussex	26
Cornwall	7
southern	335
coast	245
visited	119
Margaret	40
Near	37
Whitby	3
Yorkshire	35
maid	5
retired	110
supervise	8
give	240
collaborated	33
Our	59
First	264
heart	101
attack	415
unable	180
pursue	52
extent	62
aged	71
devolved	9
manage	35
planning	87
Avenue	98
restored	58
bequeathed	14
friend	186
Edith	19
taking	248
residence	55
deteriorate	5
nursing	14
homes	122
tended	21
Worthing	15
Hospital	65
funeral	37
services	167
ashes	12
scattered	52
churchyard	20
Warne	7
division	156
Penguin	4
Books	42
acquired	88
properties	57
principally	16
competent	9
white	396
capturing	40
interesting	58
indicated	71
tried	131
comes	100
naturally	29
attention	147
childhood	54
favorite	73
influence	183
subjects	51
wear	35
nostalgic	4
clothing	40
though	541
melancholy	9
flat	62
perhaps	91
advances	33
printing	30
technology	93
studied	82
analytical	6
eye	126
Along	52
Alice	187
Woodward	22
influenced	135
lifelong	15
am	95
technical	83
choice	93
matter	108
admitted	72
fondness	3
Everett	16
Millais	5
wonderful	16
things	165
Edward	127
Jones	86
Depictions	3
sketches	16
given	459
charitable	18
institutions	73
sponsored	36
exhibited	32
covers	64
dust	33
jackets	8
Allies	20
Seaside	3
Shakespeare	57
Boy	96
Girl	47
Old	209
Rhymes	12
Times	253
Lord	127
Rushie	3
tale	50
girl	123
critically	20
Set	27
Groundsel	4
Necklaces	3
tells	91
Jenny	9
rescues	15
poverty	26
agency	40
man	446
Mr	134
suggests	124
social	226
consciousness	23
Simon	88
Swan	6
outlined	18
eight	393
guardian	13
angel	6
birthday	47
Knowledge	9
respectively	158
Christmas	175
Girls	57
Friendly	5
society	127
hung	10
booklet	6
cover	200
Gospel	14
exhibition	38
Religious	16
Feeding	10
Five	94
Thousand	4
chapel	77
Llandaff	4
House	265
Penarth	5
Wales	304
Parable	4
Supper	6
George	288
Chapel	54
disappeared	34
photograph	9
dated	106
sacraments	5
baptismal	5
font	21
rolls	8
wall	175
x	12
Out	53
Memorial	55
Methodist	15
memorial	49
preparing	43
wash	13
feet	388
disciples	22
installed	60
Cards	9
J	135
Salmon	14
Mission	35
Preservation	7
Holiday	13
S	166
Harvey	23
Guardian	65
Angel	24
Barton	6
Colton	13
Beautiful	8
Bible	51
Songs	98
Picture	21
Verse	4
K	160
Autumn	13
Hymn	4
New	1266
Alphabet	3
Trees	41
Window	3
Garden	33
Louis	89
Stevenson	17
reprinted	24
Lively	3
Macmillan	6
Numbers	20
Words	8
Sand	12
Sea	145
Sun	202
Gibson	31
Winter	20
Seasons	5
Treasury	18
Wild	23
Cherry	21
Makes	7
Le	116
How	33
find	286
Return	27
Epiphany	10
Cecily	23
roll	48
Banner	10
Seven	35
Baptist	29
banner	7
panel	60
sword	31
shield	15
mount	21
Forces	74
Andrews	16
Am	41
Among	98
Gambia	20
national	311
football	243
represents	63
international	236
competed	32
match	426
recognised	57
FIFA	61
sport	94
governing	30
organised	49
youth	54
teams	193
U	170
Women	51
Cup	343
qualifiers	4
withdrew	61
regional	72
faces	75
challenges	33
across	424
Africa	225
countries	159
popularity	108
worldwide	97
unranked	5
sanctioned	17
participated	95
tournaments	51
African	173
Championship	234
Games	149
Confederation	5
Football	156
Azerbaijan	4
fielded	8
narrowed	5
initial	161
pool	66
girls	43
SOS	3
Village	50
Sierra	16
Leone	9
qualifying	32
matches	154
tournament	133
delayed	56
hours	278
beat	105
qualify	14
final	763
round	211
Tunisia	6
Tamba	3
scored	357
win	405
qualified	42
Morocco	12
Background	117
access	139
amongst	51
human	334
rights	140
abuses	3
targeting	19
Funding	6
impacting	7
assistance	83
associations	24
Another	195
challenge	70
retention	9
Many	239
footballers	8
leave	187
continent	21
seek	52
greater	181
opportunity	91
Europe	327
founded	132
affiliated	16
organized	131
launched	194
course	156
Competition	11
active	154
scholastic	7
levels	151
staffers	3
dedicated	130
Association	205
representation	47
board	122
charter	78
Plain	11
maskray	14
plain	62
brown	124
stingray	29
Neotrygon	3
annotata	3
species	723
shallow	34
soft	48
bottomed	3
habitats	40
northern	283
Australia	410
Reaching	5
cm	206
width	22
diamond	38
shaped	103
grayish	14
green	83
pectoral	11
fin	24
disc	59
whip	10
tail	97
alternating	14
bands	53
folds	11
below	155
rows	25
thorns	4
base	235
skin	90
smooth	44
possesses	11
dark	122
mask	16
pattern	81
eyes	80
genus	157
patterned	3
maskrays	4
nature	199
feeds	13
mainly	147
shrimp	6
polychaete	4
worms	12
lesser	28
bony	9
fishes	9
viviparous	5
females	113
producing	82
litters	4
nourished	4
gestation	3
via	170
histotroph	4
uterine	4
milk	27
lacks	30
economic	113
value	110
caught	78
incidentally	6
bottom	101
trawls	3
able	372
withstand	7
gracile	3
distribution	82
International	289
Conservation	50
Nature	21
IUCN	18
Threatened	9
Taxonomy	32
phylogeny	14
scientific	59
description	109
authored	23
Commonwealth	69
Scientific	13
Industrial	28
Research	71
Organisation	5
CSIRO	3
researcher	13
Memoirs	3
Victoria	78
Latin	186
marked	167
refers	63
ray	64
coloration	4
holotype	21
male	228
Western	205
tentatively	6
Dasyatis	4
group	639
William	304
White	291
elevated	31
basis	134
morphological	7
molecular	42
phylogenetic	14
analysis	115
mitochondrial	12
nuclear	161
DNA	79
N	100
basal	18
divergence	4
lineage	12
estimated	257
occurred	192
Ma	14
Furthermore	47
individuals	131
sequenced	3
study	303
sorted	3
genetically	4
clades	7
suggesting	60
cryptic	9
complex	138
diverged	7
event	277
likely	206
splitting	9
ancestral	13
population	431
coastline	29
changes	222
Description	42
thin	51
narrowly	21
rounded	29
outer	100
corners	17
measuring	41
wide	217
margins	13
gently	8
converge	3
broad	55
angle	34
pointed	72
tip	46
snout	9
close	312
together	319
spiracles	5
nostrils	6
elongated	15
skirt	4
flap	3
mouth	111
bears	42
prominent	120
contains	202
slender	15
papillae	3
Small	27
pairs	43
gill	13
slits	5
pelvic	6
fins	18
fairly	30
barely	28
exceeding	18
intact	32
flattened	18
usually	222
